relpath,label,class
plantvillage_leakfree/train/apple_scab/13b16e68-c82c-4de8-ab34-877ff352e821___FREC_Scab 3180.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/14c623e5-051c-42f6-9e4f-f7a93e6a723c___FREC_Scab 2965.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/154842bb-6ee3-4176-9007-cf7a43cfe140___FREC_Scab 3434.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/15bfa086-7d4a-43c0-800d-2fe8255ba50c___FREC_Scab 3150.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/162d8ca4-7cd3-46f1-904f-09721df3e498___FREC_Scab 3336.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1637ad84-640c-41e7-9be7-6d8e7769b875___FREC_Scab 3110.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/176a93ed-6c2d-4828-ada1-87f1688b509b___FREC_Scab 3083.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/18e95262-fb0a-472c-93ab-e03138a360dc___FREC_Scab 3366.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/18ea82fd-4e16-416f-8ad9-54e0f6601693___FREC_Scab 3127.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1a21aabb-6f74-4644-8d9e-a517568b7e9c___FREC_Scab 3095.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1a304331-98b5-473f-bbb1-c33b8441052a___FREC_Scab 3296.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1a4047d7-23d6-4bba-ba10-b6e7005ea01b___FREC_Scab 3193.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1a41bab0-45e0-4dda-a798-9bf4a998f1b6___FREC_Scab 3450.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1b1004c8-99e9-4c85-8fe5-b1c11d558cf8___FREC_Scab 3300.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1bc60205-27cc-4d10-bc87-7e968573e5d5___FREC_Scab 3531.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1cb869ea-0a4c-47d7-9def-a88c16b72ddc___FREC_Scab 3350.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1ceeeee0-40bd-4ac9-8a57-59385bf5df8a___FREC_Scab 3001.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1d81b4c1-072d-4cf7-b1ca-ce43f59822d8___FREC_Scab 3406.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1d9d67e2-5603-4710-ae2b-6cb0b922ae61___FREC_Scab 3122.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/1f97d75c-db85-4344-8687-82ca56454d17___FREC_Scab 3408.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/201d8b27-5a38-43e5-8065-f7fe039ad781___FREC_Scab 3058.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/20f4f8d1-7527-420b-a90d-e17b9e45549a___FREC_Scab 2997.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/222a9802-f14c-433e-9d18-d0668ed3c279___FREC_Scab 3239.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/22c12d6a-3c17-45be-b53b-f17f1b3f5168___FREC_Scab 3206.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/23466313-6a2c-46e7-ad89-1f95dd2d3b40___FREC_Scab 3517.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/246c33b0-fac8-4cca-ae8b-17947338b8b2___FREC_Scab 3091.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/252087d7-57c9-4ebe-b6c4-840d6c5dfcb1___FREC_Scab 3329.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/258ce9eb-2b67-475b-b09c-0bc83b0987f1___FREC_Scab 3033.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/25aeb397-bc36-4fe5-affe-6b8195d4f282___FREC_Scab 3494.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/268a2ad1-d649-4ec0-add3-61cc8f54f479___FREC_Scab 3235.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/270dd6be-95f4-4fd1-8423-b698663b3f72___FREC_Scab 2954.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/276ed34e-9987-4b38-b83b-8626504fc204___FREC_Scab 3050.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2a97b29d-8a63-47ab-bd5b-c14832a586c8___FREC_Scab 3242.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2ae81857-0615-4a6a-8d13-1ace0c62284d___FREC_Scab 2992.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2bc018ba-3c49-4cf4-9411-a93b7b196f45___FREC_Scab 3326.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2bfd8ee0-af6b-42fd-ae61-fc5e92ec1b67___FREC_Scab 2988.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2c7ca7c8-1a6c-4811-b9b0-b054c11a5397___FREC_Scab 3260.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2d4c8a12-a34c-4c8b-b357-271d87532ece___FREC_Scab 3090.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2d5265d2-be99-4e9f-a085-d309cc01b751___FREC_Scab 3023.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2dd8b8f8-46b0-4bc6-b817-ea7163f4b28b___FREC_Scab 3473.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2f1e68c0-c059-46fd-bbf3-f160817abdc3___FREC_Scab 3535.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/2f668a95-80ab-40ac-98ef-657bd85b668b___FREC_Scab 3247.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/30111fee-0c22-4ca4-aeb4-ac14a9a5d651___FREC_Scab 3097.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/321c7135-853f-444d-9952-a893e660d966___FREC_Scab 2958.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/32550bbb-cdf1-4805-8167-27dc5a8e87d2___FREC_Scab 3195.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/334f8e1a-5989-476e-88f4-8a45c304e12c___FREC_Scab 3035.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/34c2823b-d1c5-4bd8-a5a7-74bdef959e10___FREC_Scab 3484.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/34c37353-8429-499e-bd38-ac7501f79e90___FREC_Scab 3501.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3523d2d8-0da9-4b83-b09d-21bd96860a3d___FREC_Scab 3499.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/352a5659-3552-4e94-8333-c3715d38cc27___FREC_Scab 3049.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3636b2d7-b888-437b-b4e3-a8af4bb62763___FREC_Scab 3148.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3652fd23-ba4c-4958-8db8-3aff8f614dfd___FREC_Scab 3377.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/36d99a07-4a43-4416-b204-6886f71d5039___FREC_Scab 3294.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/376aaef3-8649-43aa-89f8-166bd349a3d3___FREC_Scab 3064.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/38e76f0a-63cb-460a-b0fa-f20e561dc2c0___FREC_Scab 3481.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3bf2f5f8-4578-405a-88c6-c5338620a078___FREC_Scab 3059.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3c27bbd7-b305-4ab0-8a85-5061363cf632___FREC_Scab 3183.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3c2f46e3-9f96-4912-a9d5-7a046aa6a1b2___FREC_Scab 2967.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3d34bd1c-fae9-446a-a629-147b5e8d5d6b___FREC_Scab 3103.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/3f65aa69-06c9-423f-ac7a-e2ab6edf63ca___FREC_Scab 3360.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4098b029-fcda-4d2f-9703-c16e6e5fae49___FREC_Scab 3455.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/40a5e87c-ee32-4d67-9b28-926e94638a1d___FREC_Scab 3251.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/40d60cf0-1311-40c7-9e7e-579e74c92027___FREC_Scab 3136.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/40df2c3f-673e-4da8-a172-65fd5a656c1d___FREC_Scab 2957.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/419c16b2-13aa-485b-8342-3760707e21f9___FREC_Scab 3285.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/41c2bb79-44fb-48f4-864f-eec35e3442f5___FREC_Scab 2931.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/41c30a63-9e26-4ced-8110-038a2e36b095___FREC_Scab 3298.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/43f68711-decd-4831-bf5c-99fa40abe339___FREC_Scab 3413.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4442b558-4db4-4de3-82c3-7524b59bb315___FREC_Scab 2961.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/444c4ed0-3bee-4059-870a-a15a00f0e37e___FREC_Scab 3067.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4495850d-4478-4680-a657-c082a8ea69ed___FREC_Scab 3534.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/44b52928-c5dd-48f4-b2c8-b128032c49dd___FREC_Scab 3518.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/44dbb7a4-4c41-4d4c-9e34-9e665a35926c___FREC_Scab 3438.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/44dcf367-d162-407e-8ea8-e363ab8ff5c4___FREC_Scab 3282.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/45000608-507a-46f5-be52-3ee24d0fb47d___FREC_Scab 3113.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/45512c84-e453-459c-b12f-1d08ce44001b___FREC_Scab 3072.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/45a699f2-a02d-4f1f-b628-6d445c58a595___FREC_Scab 3291.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/45e34a1f-1d46-42e8-921d-c82f2c9e7cd1___FREC_Scab 3228.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/45ee8aaa-1a08-46ed-8ac8-bba8e40c61d6___FREC_Scab 2986.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/462f0ef8-5460-4f5c-8935-62a204d3fc08___FREC_Scab 2924.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/47ebb7a4-a8e0-4a57-95e5-dd8e9d1235a2___FREC_Scab 3147.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/48420763-bd18-49b4-9ab4-69319b5733f2___FREC_Scab 3201.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/48dcb319-8b65-4bac-bba4-aa8ffa8abdd0___FREC_Scab 3519.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/48e62e54-d02a-41bb-8486-234408706e69___FREC_Scab 3190.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4940cd87-695e-4f4d-8a45-5490812447cc___FREC_Scab 3044.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/495816a8-4d85-47a5-9aca-a09f3f30a068___FREC_Scab 3443.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4a50158d-dcd0-4a1f-885e-2d9b16a4e344___FREC_Scab 3205.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4abca5eb-2376-4551-be42-25bbb5400fc7___FREC_Scab 3268.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4b4b59d5-3c6d-4ce5-b349-616fecb850ff___FREC_Scab 3447.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4b51cc5d-4122-451b-8598-81ea29dc7cd4___FREC_Scab 3290.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4b7c40cd-b145-4945-b649-3576a1d898dc___FREC_Scab 3343.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4bb38e05-1d5a-40c6-8638-10db134db682___FREC_Scab 3390.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4be9d1d9-2170-4856-a81e-e53e7aa5dbf7___FREC_Scab 3082.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4d02c4a9-4b0d-4b4b-9695-91f08228ee53___FREC_Scab 3274.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4d3bcf15-cc49-4189-82e1-780efdf625a8___FREC_Scab 3254.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/4e2c27a7-4be1-4c86-a07b-bc2a64c1bff9___FREC_Scab 3018.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/50dca3b7-fe83-426b-9fa7-a4e80df022aa___FREC_Scab 3488.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/51530f6a-2bee-4008-8e77-eeda281e9195___FREC_Scab 3209.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/517d0958-b10e-4260-a736-7a4bbb9706c0___FREC_Scab 3497.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/518ab601-3736-4d3b-9770-a0efba601c0e___FREC_Scab 3231.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/51929389-451f-4c78-a66b-b644e82a33b6___FREC_Scab 3528.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/53035d10-9f2b-4c90-ab75-dfde2a9af82f___FREC_Scab 2915.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5345e6fb-1829-457f-ac86-6683d762c9ea___FREC_Scab 3482.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/536ce9e9-6c98-42c6-9447-f38073b3e9da___FREC_Scab 3222.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/537873ed-fc63-4df3-bb6a-a5bf4c742619___FREC_Scab 3505.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/53d37faf-7a68-4fe2-ac1f-5438637742d4___FREC_Scab 3080.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/53fe6519-da0a-4183-80d6-a18828a33223___FREC_Scab 3283.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/550b0aab-e777-4942-a186-fc910e0fa89b___FREC_Scab 3253.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5581f206-7305-4430-be5f-8de62689fb70___FREC_Scab 2918.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/55cd6283-a5b1-47e9-b061-c7692c8ba781___FREC_Scab 3460.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/563a51b6-2342-4922-b76d-0a6bb69a11f9___FREC_Scab 3107.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5990ed9f-ffe8-4622-bd26-e536ea5e1109___FREC_Scab 3042.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/59c9641b-c84e-4595-8f2c-13b5f914aa4a___FREC_Scab 3060.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5a178d63-372d-48c4-adb8-d616130ba3f0___FREC_Scab 3104.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5a923f64-b733-47a7-90f5-2786cd9c85ce___FREC_Scab 3234.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5b74fa7a-008d-42b2-b8c0-07bd4642153a___FREC_Scab 3162.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5c0af4dd-f185-4fc9-ae2c-a697a235d660___FREC_Scab 2955.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5cd3df15-31a2-4076-9d1a-8735fa1dccdf___FREC_Scab 3410.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5d398d0d-256d-4de5-8dcd-f3b455da2b76___FREC_Scab 3522.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5dbcba87-93fa-4c21-8abd-bc20c93b359f___FREC_Scab 3258.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5e96dd82-f2d2-4a19-a9cd-46165d6623f9___FREC_Scab 3218.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/5f312356-04d0-44d0-ba06-4e3c33907b03___FREC_Scab 3349.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/60f3ba82-caf1-4cf7-998c-b0005458fa38___FREC_Scab 3226.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6105e3bd-339c-47bd-9764-4ba9b7059a6b___FREC_Scab 3096.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/61643f40-eb9a-4c6b-8de5-c12319fc7680___FREC_Scab 3114.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6344cfa8-2c26-4498-b366-817d56285212___FREC_Scab 2964.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/63a29431-0e93-4e5d-b28d-3956edd10d01___FREC_Scab 3197.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/63e1d796-f00e-4c24-9871-2eae6f9c9ced___FREC_Scab 3078.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/64863bd8-baca-47b6-b07b-516df2659919___FREC_Scab 3149.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/64e20068-6685-4a30-a812-fd817117d628___FREC_Scab 3485.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/65c52553-6152-46d4-a576-3ef4984a6ad4___FREC_Scab 3524.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6639559d-7af6-40b0-9677-a8dcfe036435___FREC_Scab 3342.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/663ad178-6346-4b89-8074-6655f1be1578___FREC_Scab 3500.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/66fab3e4-d6e3-4a6d-aff0-4fe011ef8eb3___FREC_Scab 3153.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/670efd0e-9a5e-44db-bd5a-4ffb5c5e5a7d___FREC_Scab 3108.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/675f0b56-9d0b-45b3-8c8e-820efae75274___FREC_Scab 3006.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/679c439b-740f-45cb-a9ba-d2984694fb25___FREC_Scab 2950.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/67f122a8-fb8f-4b8c-bd45-3cf11db238b8___FREC_Scab 3140.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/680c56ea-dc23-4b7b-baeb-f51b156c98f6___FREC_Scab 3416.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6823f5d3-b27b-4a34-a417-5fc5bd99f9d7___FREC_Scab 2975.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/68a57535-547d-4287-89cc-6d8acc265372___FREC_Scab 3351.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6a006aa9-a9f2-4269-9fd9-7a879f01faf1___FREC_Scab 3117.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6a1f119d-d210-4a87-b17f-699436b82bef___FREC_Scab 3025.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6a61688a-c972-4f8f-b3b7-46fd00264240___FREC_Scab 3271.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6b5e1187-9b7b-4b4c-912f-b2175619f35f___FREC_Scab 3121.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6b66d8dd-af9f-43b5-a43f-6e4c6d64bede___FREC_Scab 3248.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6b9ef56b-3338-4d2b-a5e4-a1547234e6d6___FREC_Scab 3474.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6cee3edf-8909-418f-a27f-5e175e7ccd77___FREC_Scab 2951.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6d6f5a72-4c92-4163-b3dc-9a8f74f9edb7___FREC_Scab 3480.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6d9f5940-0ec4-4ccf-8003-719410b7f47c___FREC_Scab 3373.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6dd6a502-d5b3-4f3d-9231-e7dbd7b54908___FREC_Scab 2937.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6e17c808-c071-4eae-befd-bf7e2ed0d9e1___FREC_Scab 3256.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6e620ce9-bf70-41af-8778-dd46247a3327___FREC_Scab 3405.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6e8ed8d7-45e0-446a-aad1-d7ccf4a861fe___FREC_Scab 3068.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6fb41b7b-d1f0-451c-988a-1083d038acdb___FREC_Scab 3094.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/6fb62aa7-c3d4-457a-b95d-a8b3102cccd8___FREC_Scab 3005.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/730f20de-a19f-4320-89bf-027dceeff9b5___FREC_Scab 3185.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/745cfcfa-5b39-46ad-8c40-96086e71f6ee___FREC_Scab 3448.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/74813834-38bc-4301-93ff-39b208eb52bc___FREC_Scab 3315.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/748e82aa-02b1-4ca7-9fd3-e0184f20644f___FREC_Scab 3354.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/74f429dd-0b33-41e1-a689-17f8b62dd614___FREC_Scab 3186.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/75eca8b6-4446-4bf4-9d10-7d38ed44199a___FREC_Scab 3475.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/76e50482-74b2-468f-8556-7669e1682f1e___FREC_Scab 3323.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/774fb249-80b5-4575-ab5a-5459a9c14ef6___FREC_Scab 3024.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/7897b5dc-7aa6-48b2-8c18-a30fcd6cae94___FREC_Scab 3203.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/78f8b36a-5126-4105-9699-39387015452f___FREC_Scab 2983.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/792c3972-8724-45b6-8ba0-eec0f675bc50___FREC_Scab 3120.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/795c112f-bd6c-4d70-8986-b1c2fb62cbf2___FREC_Scab 3384.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/7b17fb27-2af4-4c90-b499-0c0658ba7262___FREC_Scab 2943.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/7b3e4313-9abb-4105-8be9-2020f1101e58___FREC_Scab 3441.jpg,0,apple_scab
plantvillage_leakfree/train/apple_scab/7b7c32e3-68f8-4280-acda-4c6e67f4725f___FREC_Scab 3340.jpg,0,apple_scab
