relpath,label,class
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_42_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_42_3.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_42_4.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_43.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_44.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_45.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_46.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_47_1.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_47_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_47_3.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_47_4.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_47_5.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_48.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_49.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_5.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_50.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_51.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_52.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_53.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_54.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_55_1.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_55_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_56.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_57_1.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_57_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_58_1.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_58_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_59.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_6.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_60.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_61.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_62.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_63.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_64.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_65.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_66_1.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_66_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_66_3.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_66_4.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_67.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_68.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_69.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_7.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_70.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_71_1.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_71_2.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_72.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_73.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_74.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_75.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_76.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_77.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_78.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_79.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_8.jpg,2,cedar_apple_rust
plantdoc_external/cedar_apple_rust/train_Apple rust leaf_9.jpg,2,cedar_apple_rust
plantdoc_external/healthy/test_Apple leaf_1.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_2.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_3.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_4.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_5.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_6.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_7.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_8.jpg,3,healthy
plantdoc_external/healthy/test_Apple leaf_9.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_1.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_10.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_11.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_12.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_13.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_14.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_15.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_16.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_17.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_18.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_19.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_2.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_20.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_21.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_22.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_23.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_24.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_25.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_26.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_27.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_28.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_29.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_3.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_30.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_31.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_32.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_33.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_34.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_35.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_36.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_37.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_39.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_4.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_40.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_41.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_42.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_43.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_44.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_45.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_46.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_47.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_48.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_49.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_5.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_50.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_51.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_53.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_54.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_55.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_56.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_57.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_58.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_59.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_6.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_60.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_61.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_62.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_63.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_64.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_65.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_66.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_68.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_69.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_7.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_70.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_71.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_72.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_73.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_74_1.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_75.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_76.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_77.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_78.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_79.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_8.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_80.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_81.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_82.jpg,3,healthy
plantdoc_external/healthy/train_Apple leaf_9.jpg,3,healthy
